Ekran Boyutu,Ekran KartÄ±,Ekran Kartı,Ekran Yenileme HÄ±zÄ±,Ekran Yenileme Hızı,Garanti Tipi,Hard Disk Kapasitesi,KullanÄ±m AmacÄ±,Kullanım Amacı,Ram (Sistem BelleÄŸi),Ram (Sistem Belleği),SSD Kapasitesi,Ã‡Ã¶zÃ¼nÃ¼rlÃ¼k,Ä°ÅŸlemci Tipi,Ä°ÅŸletim Sistemi,Çözünürlük,İşlemci Tipi,İşletim Sistemi,url,price
"15,6 inç",,Intel Iris Graphics,,,Resmi Distribütör Garantili,,,,,8 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//hp/15s-fq4015nt-54u49ea-i5-1155g7-8gb-512ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-764668783,"13.394,90 TL"
16 inç,,Nvidia GeForce RTX 4080,,165 Hz,,,,,,16 GB,1 TB,,,,2560 x 1600,Intel Core i7,Windows,https://www.trendyol.com//dell/g16-7630-8gb-rtx4070-i9-13900hx-16gb-ram-1tb-ssd-16-inc-qhd-165hz-win11-g76302401020h-bilgisayar-p-751973769,59.999 TL
"15,6 inç",,Nvidia GeForce RTX 4050,,144 Hz,,,,,,32 GB,1 TB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//monster/abra-a5-v20-3-2-intel-core-i7-13700h-32-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-15-6-fhd-144-hz-p-736036307,36.999 TL
"15,6 inç",,Nvidia GeForce RTX 4050,,144 Hz,,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//hp/victus-15-fa1032nt-intel-core-i5-12500h-16gb-512ssd-rtx4050-6gb-15-6-freedos-144-hz-fhd-tasinabi-p-744363474,29.799 TL
"15,6 inç",,Nvidia GeForce RTX 3050,,144 Hz,,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i5,Windows,https://www.trendyol.com//acer/nitro5-intel-core-i5-11400h-16gb-512gb-4gb-rtx3050-15-6-fhd-w11pro-gaming-pc-p-767856380,26.000 TL
"15,6 inç",,Intel UHD Graphics 600,,,,,,Ev - Okul,,4 GB,128 GB,,,,1366 x 768,Intel Celeron,Free Dos,https://www.trendyol.com//acer/a315-34-intel-celeron-4020-4gb-128gb-ssd-15-6-dos-dizustu-bilgisayar-acer-turkiye-garantili-p-460771945,7.989 TL
14 inç,,Nvidia GeForce RTX 2050,,,,,,Oyun,,16 GB,1 TB,,,,2560 x 1600,Intel Core i7,Windows,https://www.trendyol.com//dell/inspiron-14-5430-intel-core-i7-1360p-16g-1tb-ssd-rtx-2050-4gb-14-qhd-win11-i54302807wh-p-750507644,32.999 TL
13 inç,,M1 7 Çekirdekli,,,,256 GB,,,,16 GB,256 GB,,,,2560 x 1600,Apple M1,Mac Os,https://www.trendyol.com//apple/macbook-air-13-m1-16gb-256gb-ssd-uzay-grisi-dizustu-bilgisayar-p-661734426,37.149 TL
"15,6 inç",,Nvidia GeForce RTX 3050,,,,,,Ev - Okul,,16 GB,1 TB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//acer/nitro5-an515-57-556s-1-i5-11400h-16gb-1tb-ssd-rtx3050-15-6-fhd-144hz-dos-tasinabilir-bilgisayar-p-770362838,25.530 TL
"15,6 inç",,Intel UHD Graphics,,,,,,Ev - Okul,,8 GB,256 GB,,,,1920 x 1080,Intel Core i3,Windows,https://www.trendyol.com//acer/aspire-3-a315-510-intel-i3-8gb-ram-256ssd-15-6-fhd-ekran-w11h-nx-kdhey-001-gumus-notebook-p-712416588,11.520 TL
"16,1 inç",,Nvidia GeForce RTX 4050,,144 Hz,,,,,,16 GB,512 GB,,,,1920 x 1080,AMD Ryzen 5,Free Dos,https://www.trendyol.com//hp/victus-16-s0066nt-amd-ryzen-5-7640hs-8v8a0ea-16gb-512gb-ssd-6gb-rtx-4050-16-1-fhd-freedos-p-764912107,29.999 TL
"15,6 inç",,Nvidia GeForce RTX3060,,144 Hz,,,,,,16 GB,1 TB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//msi/pulse-gl66-12ue-1255xtr-intel-core-i7-12700h-16gb-1tb-ssd-rtx3060-freedos-15-6-fhd-144hz-tasina-p-744332613,41.999 TL
"15,6 inç",,Intel Iris Graphics,,,,,,Ofis - İş,,32 GB,1 TB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//monster/huma-h5-v4-2-10-black-intel-core-i7-1255u-32-gb-ram-1-tb-ssd-freedos-15-6-fhd-120-hz-p-721561122,26.499 TL
"15,6 inç",,Dahili Ekran Kartı,,,,,,Oyun,,8 GB,500 GB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//casper/nirvana-x600-139h-8v00x-g-f-intel-core-i7-11390h-8-gb-ram-500gb-nvme-ssd-gen4-freedos-p-773800488,16.399 TL
,,,,,,,,,,,,,,,,,,https://www.trendyol.com//casper/nirvana-x600-5500-bv00x-g-f-ryzen-5-5500u-16-gb-ram-500gb-nvme-ssd-freedos-p-773800526,11.999 TL
"15,6 inç",,Nvidia GeForce RTX 2050,,144 Hz,,,,,,16 GB,500 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//casper/excalibur-g870-1245-bvg0x-b-intel-core-i5-12450h-16-gb-ram-500-gb-nvme-ssd-gen4-4gb-rtx-2050-freedos-p-746289856,24.599 TL
"15,6 inç",,Nvidia GeForce RTX3060,,120 Hz,,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-gaming-3-82s9016ntx-i5-12450h-16gb-512gb-ssd-6gb-rtx3060-freedos-15-6-fhd-notebook-p-764985395,29.999 TL
14 inç,,Nvidia GeForce MX330,,,Resmi Distribütör Garantili,,,,,16 GB,512 GB,,,,1366 x 768,Intel Core i5,Free Dos,https://www.trendyol.com//dell/dell-vostro-3400-core-i5-1135g7-16-gb-512-gb-ssd-2gb-mx330-freedos-14-n4030vn3400emeabt12-p-665658233,"14.132,65 TL"
"15,6 inç",,AMD Radeon Graphics,,,Resmi Distribütör Garantili,,,,,8 GB,512 GB,,,,1920 x 1080,AMD Ryzen 5,Free Dos,https://www.trendyol.com//asus/vivobook-go-15-e1504fa-nj287-ryzen5-7520u-8gb-512ssd-15-6-fullhd-freedos-tasinabilir-bilgisaya-p-774796276,11.449 TL
"15,6 inç",,Intel Iris Graphics,,,,,,Ofis - İş,,8 GB,256 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/v15-g3-intel-core-i5-1235u-8gb-256gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-82tt00a6tx-p-688690960,"13.999,99 TL"
16 inç,,Nvidia GeForce RTX 4080,,165 Hz,,,,,,16 GB,1 TB,,,,1920 x 1200,Intel Core i7,Free Dos,https://www.trendyol.com//asus/rog-strix-g16-g614jz-n3040-intel-core-i7-13650hx-16-gb-1-tb-ssd-rtx-4080-165-hz-freedos-16-fhd-p-652662291,68.999 TL
14 inç,,AMD Radeon R7,,,,1 TB,,,,16 GB,1 TB,,,,2880 x 1800,AMD Ryzen 7,Free Dos,https://www.trendyol.com//lenovo/yoga-7-r7-16gb-1tb-ssd-free-dos-82ym004ptr-p-767116767,34.999 TL
"15,6 inç",,Nvidia GeForce RTX 4060,,144 Hz,,,,,,16 GB,512 GB,,,,1920 x 1080,AMD Ryzen 7,Free Dos,https://www.trendyol.com//msi/bravo-15-c7vfk-252xtr-amd-ryzen-7-7735hs-16gb-512gb-ssd-rtx4060-freedos-15-6-fhd-144hz-p-784805507,37.399 TL
"15,6 inç",,Nvidia GeForce RTX 3050,,144 Hz,,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//asus/tuf-gaming-f15-fx507zc4-hn010-intel-i7-12700h-16gb-ddr4-512gb-ssd-rtx3050-15-6-fhd-144hz-dos-p-678474065,33.959 TL
"15,6 inç",,Intel Iris Graphics,,,Resmi Distribütör Garantili,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i5,Windows,https://www.trendyol.com//asus/vivobook-15-x1502za-ej030w03-i5-1235u-16gb-512ssd-15-6-fullhd-w11h-tasinabilir-bilgisayar-p-758432277,17.899 TL
16 inç,,Nvidia GeForce RTX 4090,,90 Hz,,,,,,16 GB,1 TB,,,,1920 x 1080,Intel Core i9,Windows,https://www.trendyol.com//lenovo/legion-7-pro-intel-core-i9-13900hx-32gb-1tb-ssd-nvidia-geforce-rtx-4090-16gb-gddr6-16-wqxga-p-754065999,159.999 TL
,,Nvidia GeForce RTX 3050,,144 Hz,Resmi Distribütör Garantili,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//asus/tuf-gaming-f15-fx506hcb-hn144a3-i5-11400h-16gb-512ssd-rtx3050-15-6-fullhd-freedos-tasinabilir-p-304168468,27.239 TL
18 inç,,Nvidia GeForce MX450,,,,500 GB,,,,36 GB,32 GB,,,,4480 x 2520,MediaTek P60T,Windows,https://www.trendyol.com//lenovo/ideapad-1-82v7006ntx-celeron-n4120-4gb-128gb-emmc-15-6-hd-freedos-tasinabilir-bilgisayar-hc-p-767934785,9.079 TL
"15,6 inç",,Nvidia GeForce RTX 2050,,,,,,Oyun,,8 GB,512 GB,,,,1920 x 1080,Intel Core i5,Windows,https://www.trendyol.com//asus/tuf-gaming-f15-fx506hf-hn030w-intel-core-i5-11400h-8gb-ddr4-512gb-m2-ssd-nvidia-geforce-rtx2050-p-688335853,25.699 TL
"15,6 inç",,Intel Iris Graphics,,,,,,Ofis - İş,,16 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//monster/huma-h5-v4-1-intel-core-i5-1235u-16gb-ram-512gb-ssd-freedos-15-6-fhd-p-458191435,19.249 TL
"17,3 inç",,Nvidia GeForce RTX 4050,,144 Hz,,,,,,16 GB,1 TB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//msi/katana-17-b12vek-083xtr-i7-12650h-16gb-ddr5-1tb-ssd-6gb-rtx4050-17-3-fhd-144hz-freedos-gaming-p-648488439,52.199 TL
"15,6 inç",,Nvidia GeForce RTX 3050,,,Resmi Distribütör Garantili,,,,,16 GB,512 GB,,,,1920 x 1080,AMD Ryzen 5,Linux,https://www.trendyol.com//acer/aspire-7-a715-43-nh-qhdey-003-ryzen-5-5625u-16gb-512-gb-ssd-4gb-rtx3050-144hz-15-6-full-hd-lin-p-713097345,22.300 TL
"15,6 inç",,AMD Radeon Graphics,,,,,,Ofis - İş,,16 GB,512 GB,,,,1920 x 1080,AMD Ryzen 7,Free Dos,https://www.trendyol.com//lenovo/ideapad-1-15alc7-amd-ryzen-7-5700u-16gb-512gb-ssd-freedos-15-6-fhd-82r4006gtr-p-739807076,13.799 TL
"15,6 inç",,Intel XE Graphics,,,,,,Ofis - İş,,16 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-3-15iau7-intel-core-i5-1235u-16gb-512gb-ssd-freedos-15-6-fhd-82rk00tltxa38-p-780522220,15.139 TL
,,Nvidia GeForce RTX 3050 Ti,,120 Hz,Resmi Distribütör Garantili,,,,,16 GB,512 GB,,,,1920 x 1080,AMD Ryzen 7,Free Dos,https://www.trendyol.com//lenovo/ideapad-gaming-3-15arh7-82sb00s0tx-amd-ryzen-7-6800h-16gb-512gb-ssd-rtx3050ti-gaming-laptop-p-767243744,28.399 TL
"13,4 inç",,Nvidia Quadro P2200,,,,500 GB,,,,16 GB,4 TB,,,,3456 x 2234,Intel Xeon,Free Dos,https://www.trendyol.com//hp/laptop-15-dizustu-bilgisayar-15-6-inc-fhd-ips-intel-core-i5-1335u-16gb-ram-512-gb-ssd-freedo-p-772266819,18.999 TL
"15,6 inç",,Intel UHD Graphics,,,,128 GB,,,,4 GB,SSD Yok,,,,1366 x 768,Intel Celeron,Free Dos,https://www.trendyol.com//lenovo/n4120-4-128-gb-notebook-p-410803301,7.499 TL
"15,6 inç",,Intel Iris Graphics,,,Resmi Distribütör Garantili,,,,,32 GB,512 GB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//hp/250-g9-6q8m8es04-i7-1255u-32gb-512ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-358215660,"23.699,99 TL"
"16,1 inç",,Nvidia GeForce RTX 4060,,144 Hz,,,,,,32 GB,1 TB,,,,1920 x 1080,AMD Ryzen 7,Free Dos,https://www.trendyol.com//hp/victus-gaming-laptop-16-s0047nt-amd-r7-7840hs-32gb-ddr5-1tb-8gb-rtx4060-16-1-144-hz-freedos-p-743602647,40.999 TL
"15,6 inç",,Nvidia GeForce GTX 1650,,120 Hz,,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-gaming-3-intel-core-i5-11320h-16gb-512gb-ssd-gtx1650-freedos-15-6-82k101lxtxa37-p-767216791,23.286 TL
10 inç,,RTX3050Ti Max-Q,,,İthalatçı Garantili,32 GB,,,,3 GB,32 GB,,,,,AMD A6,Chrome OS,https://www.trendyol.com//samsung/a10-32-gb-yenilenmis-p-466718692,3.999 TL
,,,,,,,,,,,,,,,,,,https://www.trendyol.com//fosiltech/2023-yeni-full-hd-dokunmatik-ekranli-11-6-inc-windows-tablet-pc-win10-4gb-ram-128gb-hafizali-pc-p-592629352,14.050 TL
16 inç,,Nvidia GeForce RTX 2050,,,Resmi Distribütör Garantili,,,,,16 GB,512 GB,,,,1920 x 1200,Intel Core i5,Free Dos,https://www.trendyol.com//asus/vivobook-16x-k3605zf-n115901-i5-12450h-16gb-512gb-ssd-4gb-rtx2050-16-wuxga-120hz-freedos-p-761337456,26.009 TL
"16,1 inç",,Nvidia GeForce RTX 4060,,165 Hz,,,,,,32 GB,1 TB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//hp/omen-16-wf0026nt-7q7x8ea-i7-13700hx-32gb-ram-1tb-ssd-8gb-rtx-4060-16-1-fhd-freedos-siyah-p-762555195,46.899 TL
"15,6 inç",,Intel XE Graphics,,,Resmi Distribütör Garantili,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//asus/vivabook-15-r1502za-ej97101-i5-1235u-16gb-512gb-15-6-fhd-freedos-p-786660386,"15.199,99 TL"
"15,6 inç",,Nvidia GeForce RTX 4060,,144 Hz,,,,,,16 GB,500 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//casper/excalibur-g870-1245-bvb0x-b-intel-core-i5-12450h-16gb-ram-500-gb-nvme-ssd-gen4-8gb-rtx4060-freedos-p-672161051,33.999 TL
14 inç,,Dahili Ekran Kartı,,,,,,Ev - Okul,,8 GB,512 GB,,,,1920 x 1080,Intel Core i3,Free Dos,https://www.trendyol.com//hp/14-ep0014nt-intel-core-i3-n305-8gb-512gb-ssd-dos-14-fhd-gece-mavisi-laptop-hp-turkiye-garantili-p-712241023,12.999 TL
"15,6 inç",,Intel Iris Graphics,,,,,,Ofis - İş,,8 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//monster/huma-h5-v4-1-3-intel-core-i5-1235u-8gb-ram-512gb-ssd-freedos-15-6-fhd-p-458190989,18.299 TL
"15,6 inç",,Nvidia GeForce RTX 4050,,144 Hz,,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/loq-intel-core-i5-12450h-16gb-512gb-ssd-rtx4050-6gb-dos-15-6-144hz-gaming-laptop-82xv00fytx-p-773962717,29.999 TL
"15,6 inç",,Dahili Ekran Kartı,,,,,,Ofis - İş,,16 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//acer/extensa-15-ex215-54-57kw-nx-egjey-006-i5-1135g7-16gb-512gb-ssd-15-6-fhd-freedos-notebook-p-661899948,14.179 TL
16 inç,,Nvidia GeForce RTX 4080,,144 Hz,,,,,,16 GB,1 TB,,,,1920 x 1200,Intel Core i7,Windows,https://www.trendyol.com//msi/vector-gp68hx-13vh-208tr-i7-13700hx-16gb-ddr5-1tb-ssd-12gb-rtx4080-16-fhd-144hz-win11-gaming-p-750834706,78.849 TL
"15,6 inç",,Nvidia GeForce RTX 4050,,144 Hz,,,,,,32 GB,1 TB,,,,1920 x 1080,Intel Core i5,Windows,https://www.trendyol.com//monster/abra-a5-v20-4-5-intel-core-i5-12450h-32-gb-ram-1-tb-ssd-6-gb-rtx-4050-windows-11-15-6-fhd-144-hz-p-760784218,33.999 TL
16 inç,,Intel XE Graphics,,,Resmi Distribütör Garantili,,,,,16 GB,1 TB,,,,2560 x 1664,Intel Core i9,Windows,https://www.trendyol.com//huawei/matebook-16s-i9-13900h-16-gb-1-tb-ssd-16-w11-dizustu-bilgisayar-p-779075650,42.999 TL
"15,6 inç",,Nvidia GeForce RTX 3050,,144 Hz,,,,,,8 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//asus/tuf-gaming-f15-fx506hc-hn375-intel-i5-11400h-8gb-ddr4-512gb-ssd-4gb-rtx3050-15-6-fhd-144hz-dos-p-455432672,33.333 TL
,,Nvidia GeForce RTX 4050,,120 Hz,Resmi Distribütör Garantili,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i5,Linux,https://www.trendyol.com//dell/g15-5530-i5-13450hx-16gb-512gb-ssd-6gb-rtx4050-15-6-fhd-165hz-ubuntu-g155530008u-p-760912225,31.249 TL
,,,,120 Hz,Resmi Distribütör Garantili,1 TB,,,,32 GB,1 TB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//lenovo/ideapad-gaming-3-i7-12650h-32-gb-1-tbssd-4gb-rtx-3050-ti-fhd-15-6-freedos-82s9013wtxbt4-p-773318397,"33.372,25 TL"
"15,6 inç",,AMD Radeon Graphics,,,,,,Ev - Okul,,8 GB,512 GB,,,,1920 x 1080,AMD Ryzen 3,Free Dos,https://www.trendyol.com//acer/aspire-3-amd-ryzen-3-7320u-8gb-512gb-ssd-15-6-fhd-dos-dizustu-bilgisayar-acer-turkiye-garantili-p-741177832,10.499 TL
"15,6 inç",,Intel UHD Graphics,,,,,,Ofis - İş,,8 GB,128 GB,,,,1920 x 1080,Intel Core i3,Windows,https://www.trendyol.com//acer/aspire-3-nx-addey-00h-01-a315-58-34hd-i3-1115g4-uma-8gb-128ssd-15-6-fhd-windows-11-home-p-784564005,9.199 TL
"15,6 inç",,Intel UHD Graphics,,,,,,Ev - Okul,,8 GB,256 GB,,,,1920 x 1080,Intel Core i3,Windows,https://www.trendyol.com//lenovo/ip-3-intel-core-i3-1115g4-8gb-256gb-ssd-15-6-gumus-dizustu-bilgisayar-lenovo-turkiye-garantili-p-318823753,11.673 TL
"15,6 inç",,Dahili Ekran Kartı,,,Resmi Distribütör Garantili,,,,,8 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//hp/250-g9-6q8m5es-i5-1235u-8gb-512ssd-15-6-full-hd-fdos-notebook-p-353583132,"15.299,99 TL"
"15,6 inç",,AMD Radeon Graphics,,,,,,Ofis - İş,,16 GB,256 GB,,,,1920 x 1080,AMD Ryzen 5,Free Dos,https://www.trendyol.com//hp/255-g8-ryzen-5-5500-16gb-256gb-ssd-15-6-fdos-tasinabilir-bilgisayar-7n4w6aa-p-658744625,"11.999,99 TL"
14 inç,,Dahili Ekran Kartı,,,Resmi Distribütör Garantili,250 GB,,,,8 GB,256 GB,,,,,Intel Core i7,Free Dos,https://www.trendyol.com//asus/x409fa-bv669-i7-8565u-8gb-256gb-ssd-14-hd-freedos-p-193796305,"18.547,55 TL"
"15,6 inç",,Nvidia GeForce RTX 3050,,144 Hz,,,,,,32 GB,1 TB,,,,1920 x 1080,Intel Core i5,Windows,https://www.trendyol.com//asus/tuf-gaming-f15-fx506hc-i5-11400h-32gb-1tb-ssd-rtx3050-4gb-144hz-w11p-15-6-fhd-hn373-p-661919963,32.400 TL
14 inç,,AMD Radeon Graphics,,,Resmi Distribütör Garantili,,,,,8 GB,512 GB,,,,2160 x 1440,AMD,Free Dos,https://www.trendyol.com//huawei/matebook-14-amd-ryzen-5-4600h-8gb-ram-512gb-ssd-14-w10-notebook-p-160135603,38.000 TL
"15,6 inç",,Nvidia GeForce RTX 4070,,144 Hz,,,,,,32 GB,1 TB,,,,1920 x 1080,Intel Core i7,Windows,https://www.trendyol.com//msi/pulse-15-b13vgk-440tr-i7-13700h-32gb-ddr5-rtx4070-gddr6-8gb-1tb-ssd-15-6-fhd-144hz-w11-p-670528276,"69.989,40 TL"
"15,6 inç",,Nvidia GeForce RTX 3050,,120 Hz,,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-g3-15ihu6-intel-i5-11320h-16gb-512gb-ssd-rtx3050-freedos-15-6-82k101hwtxa37-p-782070765,"24.834,03 TL"
"15,6 inç",,Nvidia GeForce RTX 4060,,165 Hz,,,,,,32 GB,1 TB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//acer/an515-58-intel-core-i7-12700h-32gb-1tb-ssd-rtx4060-8gb-dos-15-6-fhd-165hz-gaming-laptop-p-743152344,44.999 TL
"17,3 inç",,Nvidia GeForce RTX 4050,,144 Hz,,,,,,32 GB,1 TB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//monster/abra-a7-v14-5-2-intel-core-i5-13500h-32-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-17-3-fhd-144-hz-p-736036458,34.999 TL
,,,,,,,,,,,,,,,,,,https://www.trendyol.com//asus/vivobook-15-intel-core-i5-1335u-16gb-512gb-ssd-15-6-fhd-freedos-x1504va-nj089001-p-786337732,18.499 TL
16 inç,,Nvidia GeForce RTX 4060,,120 Hz,,,,,,32 GB,1 TB,,,,1920 x 1200,Intel Core i9,Free Dos,https://www.trendyol.com//asus/vivobook-16x-k3605vv-n1124-8gb-rtx4060-intel-i9-13900h-32gb-1tb-ssd-16-wuxga-120hz-300-nits-p-784175633,49.999 TL
10 inç,,AMD Radeon R5,,,İthalatçı Garantili,,,,,1 GB,120 GB,,,,1280 x 800,Intel Atom,Free Dos,https://www.trendyol.com//huawei/matebook-x-pro-2023-windows-11-pro-i7-yeni-koyu-mavi-p-734398816,52.999 TL
16 inç,,Nvidia GeForce RTX 3050,,144 Hz,,,,,,16 GB,1 TB,,,,1920 x 1080,AMD Ryzen 7,Free Dos,https://www.trendyol.com//hp/victus-16-s0060nt-amd-ryzen-7-7840hs-16gb-1-tb-ssd-rtx3050-6gb-16-1-freedos-144-hz-tasinabilir-b-p-749670388,29.799 TL
,,Nvidia GeForce RTX3060,,144 Hz,Resmi Distribütör Garantili,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//acer/nitro-predator-core-i7-12700h-16gb-512ssd-rtx-3060-freedos-17-3-fhd-notebook-nh-qgvey-003-p-757154760,39.500 TL
"15,6 inç",,Intel UHD Graphics,,,,,,Ofis - İş,,8 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-slim-3-intel-core-i5-12450h-8gb-512gb-ssd-freedos-15-6-ips-83er000utr-p-772649553,15.299 TL
14 inç,,Intel UHD Graphics 600,,,Resmi Distribütör Garantili,,,,,4 GB,128 GB,,,,1366 x 768,Intel Celeron,Free Dos,https://www.trendyol.com//lenovo/ideapad-intel-celeron-n4020-4gb-128gb-ssd-14-hd-dos-dizustu-bilgisayar-81vu006stx-p-367015572,11.999 TL
14 inç,,Intel UHD Graphics,,,,1 TB,,,,4 GB,SSD Yok,,,,1366 x 768,Intel Core i3,Ubuntu,https://www.trendyol.com//dell/vostro-3400-intel-core-i3-1115g4-4gb-1tb-hdd-ubuntu-14-p-379227451,"9.199,99 TL"
,,,,165 Hz,Resmi Distribütör Garantili,500 GB,,,,8 GB,SSD Yok,,,,1920 x 1080,Intel Core i5,Windows,https://www.trendyol.com//lenovo/ip-gaming-3-11-nesil-core-i5-11320h-8gb-512-ssd-15-6inc-rtx3050-4gb-w11-p-412394209,30.000 TL
13 inç,,Intel Iris Graphics,,,İthalatçı Garantili,,,,,16 GB,1 TB,,,,2880 x 1800,Intel Core i7,Windows,https://www.trendyol.com//microsoft/surface-pro-9-qki-00008-intel-i7-1255u-13-touch-16gb-1-tb-ssd-win11h-gri-1-yil-garanti-p-685645371,89.320 TL
"15,6 inç",,Nvidia GeForce RTX 4050,,144 Hz,,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//msi/thin-gf63-12ve-082xtr-intel-core-i5-12450h-16gb-512gb-ssd-rtx4050-freedos-15-6-fhd-144hz-p-753419750,31.999 TL
"15,6 inç",,Intel UHD Graphics,,,,,,Ofis - İş,,8 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//asus/vivobook-15-x1504za-bq451-i5-1235u-8gb-512gb-ssd-15-6-fhd-fdos-tasinabilir-dizustu-bilgisayar-p-769221381,13.999 TL
,,Nvidia GeForce RTX 3050,,120 Hz,Resmi Distribütör Garantili,,,,,8 GB,512 GB,,,,1920 x 1080,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-gaming-3-15ihu6-82k101hwtx-i5-8gb-512gb-ssd-rtx3050-120hz-fhd-freedos-gaming-laptop-p-770717614,23.799 TL
"13,6 inç",,M2 10 Çekirdekli,,,,,,Ofis - İş,,16 GB,256 GB,,,,2560 x 1600,M2,Mac Os,https://www.trendyol.com//apple/macbook-air-m2-cip-16-gb-256-gb-ssd-13-6-yildiz-isigi-notebook-z15y00102-p-381593698,45.849 TL
,,,,,,,,,,,,,,,,,,https://www.trendyol.com//acer/nitro-5-an515-58-775t-7-12700h-32gb-1tb-ssd-rtx4060-8gb-165hz-15-6-fhd-w11-pro-nh-qm0ey-002-p-769284247,43.250 TL
,,Nvidia GeForce RTX 3070Ti,,144 Hz,Resmi Distribütör Garantili,,,,,16 GB,512 GB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//acer/nitro-5-an515-58-corei7-12700h-16gb-512gb-ssd-3070ti-8gb-fdos-15-6-fhd-notebook-nh-qfsey-002-p-343103450,39.599 TL
"15,6 inç",,Intel XE Graphics,,,,,,Ofis - İş,,8 GB,500 GB,,,,1920 x 1080,Intel Core i5,Windows,https://www.trendyol.com//casper/nirvana-x600-1155-8v00t-g-f-intel-core-i5-1155g7-8-gb-ram-500gb-nvme-ssd-gen4-windows-11-p-761564134,15.999 TL
"15,6 inç",,Nvidia GeForce RTX 4050,,144 Hz,,,,,,16 GB,1 TB,,,,1920 x 1080,Intel Core i7,Free Dos,https://www.trendyol.com//hp/victus-15-fa1019nt-7n9u7ea-13-nesil-intel-i7-13700h-16gb-ram-1tb-ssd-6gb-rtx4050-15-6-fhd-144hz-p-661490286,32.999 TL
10 inç,,AMD,,,,,,Ev - Okul,,4 GB,Yok,,,,1280 x 800,AMD,Windows,https://www.trendyol.com//lenovo/ideapad-81vu0044tx-celeron-n4020-4gb-128gb-ssd-14-tumlesik-vga-dos-cam-p-81381494,9.499 TL
